Order ID,Category,Sub Category,Region,City,State,Sales,Cost,Quantity,Profit,Profit Margin %,Discount,Order Date,,,,,,,,
ORD00158,"Eggs, Meat & Fish",Chicken,Central,Visakhapatnam,Andhra Pradesh,13366,9664.3,53,3701.7,27.69,0.23125,11/3/2024,,,,,,,,
ORD00159,Oil & Masala,Masalas,West,Ongole,Andhra Pradesh,13364,10724.8,53,2639.2,19.75,0.23,11/13/2022,,,,,,,,
ORD00160,Bakery,Cakes,East,Krishnagiri,Andhra Pradesh,13360,10572.83,53,2787.17,20.86,0.26,11/27/2022,,,,,,,,
ORD00161,Beverages,Soft Drinks,Central,Ballari,Andhra Pradesh,13328,9609.09,53,3718.91,27.9,0.254,10/16/2023,,,,,,,,
ORD00162,Food Grains,Atta & Flour,East,Ongole,Andhra Pradesh,13324,10462.41,53,2861.59,21.48,0.23375,1/8/2024,,,,,,,,
ORD00163,Oil & Masala,Edible Oil & Ghee,East,Viluppuram,Andhra Pradesh,13317,8455.07,53,4861.93,36.51,0.195555556,2/18/2022,,,,,,,,
ORD00164,"Eggs, Meat & Fish",Fish,East,Anathapuram,Andhra Pradesh,13292,11104.6,53,2187.4,16.46,0.221,5/13/2023,,,,,,,,
ORD00165,Fruits & Veggies,Fresh Vegetables,Central,Nelluru,Andhra Pradesh,13282,10312.56,53,2969.44,22.36,0.24375,2/16/2023,,,,,,,,
ORD00166,"Eggs, Meat & Fish",Mutton,East,Thanda,Andhra Pradesh,13252,9455.5,53,3796.5,28.65,0.251428571,10/3/2022,,,,,,,,
ORD00167,"Eggs, Meat & Fish",Mutton,West,Eluru,Andhra Pradesh,13248,9605.69,53,3642.31,27.49,0.23,11/2/2024,,,,,,,,
ORD00168,Snacks,Chocolates,West,Thanda,Andhra Pradesh,13241,10910.23,53,2330.77,17.6,0.2925,5/2/2024,,,,,,,,
ORD00169,Bakery,Breads & Buns,West,Eluru,Andhra Pradesh,13175,9522.54,53,3652.46,27.72,0.227142857,1/27/2024,,,,,,,,
ORD00170,Bakery,Breads & Buns,East,Adoni,Andhra Pradesh,13145,9822.9,53,3322.1,25.27,0.257777778,6/19/2022,,,,,,,,
ORD00171,Oil & Masala,Masalas,East,Kurnool,Andhra Pradesh,13094,8629.7,52,4464.3,34.09,0.1875,7/11/2023,,,,,,,,
ORD00172,Fruits & Veggies,Organic Fruits,West,Dharmavaram,Andhra Pradesh,13080,10048.3,52,3031.7,23.18,0.20875,1/14/2024,,,,,,,,
ORD00173,Fruits & Veggies,Organic Vegetables,West,Visakhapatnam,Andhra Pradesh,13070,9075.21,52,3994.79,30.56,0.241428571,9/24/2022,,,,,,,,
ORD00174,Oil & Masala,Spices,East,Anathapuram,Andhra Pradesh,13053,10037.21,52,3015.79,23.1,0.201111111,2/8/2024,,,,,,,,
ORD00175,Snacks,Cookies,East,Cumbum,Andhra Pradesh,13052,9884.72,52,3167.28,24.27,0.19875,1/24/2022,,,,,,,,
ORD00176,Bakery,Breads & Buns,West,Krishnagiri,Andhra Pradesh,13012,9687.27,52,3324.73,25.55,0.224444444,5/16/2023,,,,,,,,
ORD00177,Snacks,Chocolates,Central,Adoni,Andhra Pradesh,12980,9030.12,52,3949.88,30.43,0.2075,5/13/2024,,,,,,,,
ORD00178,"Eggs, Meat & Fish",Fish,East,Prakasham,Andhra Pradesh,12976,9593.89,52,3382.11,26.06,0.24,10/23/2024,,,,,,,,
ORD00179,Oil & Masala,Edible Oil & Ghee,Central,Dharmavaram,Andhra Pradesh,12924,9728.36,52,3195.64,24.73,0.259,1/9/2022,,,,,,,,
ORD00180,Snacks,Cookies,Central,Ramanadhapuram,Andhra Pradesh,12898,10108.98,52,2789.02,21.62,0.241428571,5/23/2022,,,,,,,,
ORD00181,Snacks,Cookies,East,Dhone,Andhra Pradesh,12896,9550.06,52,3345.94,25.95,0.26625,9/8/2023,,,,,,,,
